year,region,state,unit_name,unit_type,visitors,pop,gas_price
2014,IM,NM,Chaco Culture National Historical Park,National Historical Park,38386,2085572,3.37
2015,IM,NM,Chaco Culture National Historical Park,National Historical Park,38914,2085109,2.45
2006,IM,TX,Chamizal National Memorial,National Memorial,221048,23359580,2.59
2007,IM,TX,Chamizal National Memorial,National Memorial,218195,23831983,2.8
2008,IM,TX,Chamizal National Memorial,National Memorial,197767,24309039,3.27
2009,IM,TX,Chamizal National Memorial,National Memorial,215852,24801761,2.35
2010,IM,TX,Chamizal National Memorial,National Memorial,226535,25245717,2.79
2011,IM,TX,Chamizal National Memorial,National Memorial,113817,25657477,3.53
2012,IM,TX,Chamizal National Memorial,National Memorial,104148,26094422,3.64
2013,IM,TX,Chamizal National Memorial,National Memorial,121937,26505637,3.53
2014,IM,TX,Chamizal National Memorial,National Memorial,108399,26956958,3.37
2015,IM,TX,Chamizal National Memorial,National Memorial,122431,27469114,2.45
2006,PW,CA,Channel Islands National Park,National Park,375256,36021202,2.59
2007,PW,CA,Channel Islands National Park,National Park,360806,36250311,2.8
2008,PW,CA,Channel Islands National Park,National Park,332177,36604337,3.27
2009,PW,CA,Channel Islands National Park,National Park,348745,36961229,2.35
2010,PW,CA,Channel Islands National Park,National Park,277515,37336011,2.79
2011,PW,CA,Channel Islands National Park,National Park,242756,37701901,3.53
2012,PW,CA,Channel Islands National Park,National Park,249594,38062780,3.64
2013,PW,CA,Channel Islands National Park,National Park,212029,38431393,3.53
2014,PW,CA,Channel Islands National Park,National Park,342161,38802500,3.37
2015,PW,CA,Channel Islands National Park,National Park,324816,39144818,2.45
2006,SE,SC,Charles Pinckney National Historic Site,National Historic Site,36556,4357847,2.59
2007,SE,SC,Charles Pinckney National Historic Site,National Historic Site,41393,4444110,2.8
2008,SE,SC,Charles Pinckney National Historic Site,National Historic Site,44072,4528996,3.27
2009,SE,SC,Charles Pinckney National Historic Site,National Historic Site,43447,4589872,2.35
2010,SE,SC,Charles Pinckney National Historic Site,National Historic Site,44081,4636290,2.79
2011,SE,SC,Charles Pinckney National Historic Site,National Historic Site,45254,4673054,3.53
2012,SE,SC,Charles Pinckney National Historic Site,National Historic Site,44314,4722621,3.64
2013,SE,SC,Charles Pinckney National Historic Site,National Historic Site,47309,4771929,3.53
2014,SE,SC,Charles Pinckney National Historic Site,National Historic Site,53486,4832482,3.37
2015,SE,SC,Charles Pinckney National Historic Site,National Historic Site,46995,4896146,2.45
2015,MW,OH,Charles Young Buffalo Soldiers National Monument,National Monument,3993,11613423,2.45
2006,SE,GA,Chattahoochee River National Recreation Area,National Recreation Area,2842670,9155813,2.59
2007,SE,GA,Chattahoochee River National Recreation Area,National Recreation Area,2836077,9349988,2.8
2008,SE,GA,Chattahoochee River National Recreation Area,National Recreation Area,2826171,9504843,3.27
2009,SE,GA,Chattahoochee River National Recreation Area,National Recreation Area,2830655,9620846,2.35
2010,SE,GA,Chattahoochee River National Recreation Area,National Recreation Area,3011393,9714464,2.79
2011,SE,GA,Chattahoochee River National Recreation Area,National Recreation Area,3161297,9813201,3.53
2012,SE,GA,Chattahoochee River National Recreation Area,National Recreation Area,3168137,9919000,3.64
2013,SE,GA,Chattahoochee River National Recreation Area,National Recreation Area,3039892,9994759,3.53
2014,SE,GA,Chattahoochee River National Recreation Area,National Recreation Area,3119160,10097343,3.37
2015,SE,GA,Chattahoochee River National Recreation Area,National Recreation Area,3173204,10214860,2.45
2006,NC,DC,Chesapeake and Ohio Canal National Historical Park,National Historical Park,3039178,570681,2.59
2007,NC,DC,Chesapeake and Ohio Canal National Historical Park,National Historical Park,2809968,574404,2.8
2008,NC,DC,Chesapeake and Ohio Canal National Historical Park,National Historical Park,3111468,580236,3.27
2009,NC,DC,Chesapeake and Ohio Canal National Historical Park,National Historical Park,3751681,592228,2.35
2010,NC,DC,Chesapeake and Ohio Canal National Historical Park,National Historical Park,4111238,605210,2.79
2011,NC,DC,Chesapeake and Ohio Canal National Historical Park,National Historical Park,3937504,620427,3.53
2012,NC,DC,Chesapeake and Ohio Canal National Historical Park,National Historical Park,4712377,635040,3.64
2013,NC,DC,Chesapeake and Ohio Canal National Historical Park,National Historical Park,4941367,649111,3.53
2014,NC,DC,Chesapeake and Ohio Canal National Historical Park,National Historical Park,5066219,658893,3.37
2015,NC,DC,Chesapeake and Ohio Canal National Historical Park,National Historical Park,4798312,672228,2.45
2006,SE,GA,Chickamauga and Chattanooga National Military Park,National Military Park,919892,9155813,2.59
2007,SE,GA,Chickamauga and Chattanooga National Military Park,National Military Park,991645,9349988,2.8
2008,SE,GA,Chickamauga and Chattanooga National Military Park,National Military Park,993535,9504843,3.27
2009,SE,GA,Chickamauga and Chattanooga National Military Park,National Military Park,992448,9620846,2.35
2010,SE,GA,Chickamauga and Chattanooga National Military Park,National Military Park,991901,9714464,2.79
2011,SE,GA,Chickamauga and Chattanooga National Military Park,National Military Park,1036699,9813201,3.53
2012,SE,GA,Chickamauga and Chattanooga National Military Park,National Military Park,1032844,9919000,3.64
2013,SE,GA,Chickamauga and Chattanooga National Military Park,National Military Park,905984,9994759,3.53
2014,SE,GA,Chickamauga and Chattanooga National Military Park,National Military Park,996694,10097343,3.37
2015,SE,GA,Chickamauga and Chattanooga National Military Park,National Military Park,1002373,10214860,2.45
2006,IM,OK,Chickasaw National Recreation Area,National Recreation Area,1343793,3594090,2.59
2007,IM,OK,Chickasaw National Recreation Area,National Recreation Area,1368806,3634349,2.8
2008,IM,OK,Chickasaw National Recreation Area,National Recreation Area,1230609,3668976,3.27
2009,IM,OK,Chickasaw National Recreation Area,National Recreation Area,1238484,3717572,2.35
2010,IM,OK,Chickasaw National Recreation Area,National Recreation Area,1253637,3759481,2.79
2011,IM,OK,Chickasaw National Recreation Area,National Recreation Area,1212139,3786527,3.53
2012,IM,OK,Chickasaw National Recreation Area,National Recreation Area,1487039,3817059,3.64
2013,IM,OK,Chickasaw National Recreation Area,National Recreation Area,1099669,3853118,3.53
2014,IM,OK,Chickasaw National Recreation Area,National Recreation Area,1152083,3878051,3.37
2015,IM,OK,Chickasaw National Recreation Area,National Recreation Area,1254105,3911338,2.45
2006,IM,AZ,Chiricahua National Monument,National Monument,61579,6029141,2.59
2007,IM,AZ,Chiricahua National Monument,National Monument,58434,6167681,2.8
2008,IM,AZ,Chiricahua National Monument,National Monument,56557,6280362,3.27
2009,IM,AZ,Chiricahua National Monument,National Monument,60851,6343154,2.35
2010,IM,AZ,Chiricahua National Monument,National Monument,55436,6411999,2.79
2011,IM,AZ,Chiricahua National Monument,National Monument,37037,6472867,3.53
2012,IM,AZ,Chiricahua National Monument,National Monument,41159,6556236,3.64
2013,IM,AZ,Chiricahua National Monument,National Monument,40646,6634997,3.53
2014,IM,AZ,Chiricahua National Monument,National Monument,45125,6731484,3.37
2015,IM,AZ,Chiricahua National Monument,National Monument,56960,6828065,2.45
2006,PW,ID,City of Rocks National Reserve,National Reserve,77131,1468669,2.59
2007,PW,ID,City of Rocks National Reserve,National Reserve,79533,1505105,2.8
2008,PW,ID,City of Rocks National Reserve,National Reserve,85893,1534320,3.27
2009,PW,ID,City of Rocks National Reserve,National Reserve,96649,1554439,2.35
2010,PW,ID,City of Rocks National Reserve,National Reserve,92484,1570639,2.79
2011,PW,ID,City of Rocks National Reserve,National Reserve,95764,1583780,3.53
2012,PW,ID,City of Rocks National Reserve,National Reserve,98996,1595590,3.64
2013,PW,ID,City of Rocks National Reserve,National Reserve,94906,1612843,3.53
2014,PW,ID,City of Rocks National Reserve,National Reserve,94825,1634464,3.37
2015,PW,ID,City of Rocks National Reserve,National Reserve,105289,1654930,2.45
2006,NC,MD,Clara Barton National Historic Site,National Historic Site,12495,5627367,2.59
2007,NC,MD,Clara Barton National Historic Site,National Historic Site,10106,5653408,2.8
2008,NC,MD,Clara Barton National Historic Site,National Historic Site,9007,5684965,3.27
2009,NC,MD,Clara Barton National Historic Site,National Historic Site,10986,5730388,2.35
2010,NC,MD,Clara Barton National Historic Site,National Historic Site,23741,5788101,2.79
2011,NC,MD,Clara Barton National Historic Site,National Historic Site,15620,5843833,3.53
2012,NC,MD,Clara Barton National Historic Site,National Historic Site,25347,5891819,3.64
2013,NC,MD,Clara Barton National Historic Site,National Historic Site,22737,5938737,3.53
2014,NC,MD,Clara Barton National Historic Site,National Historic Site,20028,5976407,3.37
2015,NC,MD,Clara Barton National Historic Site,National Historic Site,2823,6006401,2.45
2006,NE,VA,Colonial National Historical Park,National Historical Park,3344018,7673725,2.59
2007,NE,VA,Colonial National Historical Park,National Historical Park,3343910,7751000,2.8
2008,NE,VA,Colonial National Historical Park,National Historical Park,3332039,7833496,3.27
2009,NE,VA,Colonial National Historical Park,National Historical Park,3324751,7925937,2.35
2010,NE,VA,Colonial National Historical Park,National Historical Park,3459965,8025376,2.79
2011,NE,VA,Colonial National Historical Park,National Historical Park,3414577,8110188,3.53
2012,NE,VA,Colonial National Historical Park,National Historical Park,3274187,8193422,3.64
2013,NE,VA,Colonial National Historical Park,National Historical Park,3168731,8270345,3.53
2014,NE,VA,Colonial National Historical Park,National Historical Park,3335060,8326289,3.37
2015,NE,VA,Colonial National Historical Park,National Historical Park,3343909,8382993,2.45
2006,IM,CO,Colorado National Monument,National Monument,332654,4720423,2.59
2007,IM,CO,Colorado National Monument,National Monument,395260,4803868,2.8
2008,IM,CO,Colorado National Monument,National Monument,390972,4889730,3.27
2009,IM,CO,Colorado National Monument,National Monument,400266,4972195,2.35
2010,IM,CO,Colorado National Monument,National Monument,433561,5048575,2.79
2011,IM,CO,Colorado National Monument,National Monument,435460,5119661,3.53
2012,IM,CO,Colorado National Monument,National Monument,454510,5191709,3.64
2013,IM,CO,Colorado National Monument,National Monument,409351,5272086,3.53
2014,IM,CO,Colorado National Monument,National Monument,416862,5355866,3.37
2015,IM,CO,Colorado National Monument,National Monument,588006,5456574,2.45
2006,SE,SC,Congaree National Park,National Park,134045,4357847,2.59
2007,SE,SC,Congaree National Park,National Park,115524,4444110,2.8
2008,SE,SC,Congaree National Park,National Park,104913,4528996,3.27
2009,SE,SC,Congaree National Park,National Park,122970,4589872,2.35
2010,SE,SC,Congaree National Park,National Park,121208,4636290,2.79
2011,SE,SC,Congaree National Park,National Park,120166,4673054,3.53
2012,SE,SC,Congaree National Park,National Park,109685,4722621,3.64
2013,SE,SC,Congaree National Park,National Park,120340,4771929,3.53
2014,SE,SC,Congaree National Park,National Park,120122,4832482,3.37
2015,SE,SC,Congaree National Park,National Park,87513,4896146,2.45
2006,IM,AZ,Coronado National Memorial,National Memorial,71111,6029141,2.59
2007,IM,AZ,Coronado National Memorial,National Memorial,71702,6167681,2.8
2008,IM,AZ,Coronado National Memorial,National Memorial,91028,6280362,3.27
2009,IM,AZ,Coronado National Memorial,National Memorial,106409,6343154,2.35
2010,IM,AZ,Coronado National Memorial,National Memorial,136284,6411999,2.79
2011,IM,AZ,Coronado National Memorial,National Memorial,153042,6472867,3.53
2012,IM,AZ,Coronado National Memorial,National Memorial,97579,6556236,3.64
2013,IM,AZ,Coronado National Memorial,National Memorial,92936,6634997,3.53
2014,IM,AZ,Coronado National Memorial,National Memorial,118838,6731484,3.37
2015,IM,AZ,Coronado National Memorial,National Memorial,132584,6828065,2.45
2006,SE,SC,Cowpens National Battlefield,National Battlefield,143664,4357847,2.59
2007,SE,SC,Cowpens National Battlefield,National Battlefield,197255,4444110,2.8
2008,SE,SC,Cowpens National Battlefield,National Battlefield,235176,4528996,3.27
2009,SE,SC,Cowpens National Battlefield,National Battlefield,224394,4589872,2.35
2010,SE,SC,Cowpens National Battlefield,National Battlefield,226868,4636290,2.79
2011,SE,SC,Cowpens National Battlefield,National Battlefield,223923,4673054,3.53
2012,SE,SC,Cowpens National Battlefield,National Battlefield,231973,4722621,3.64
2013,SE,SC,Cowpens National Battlefield,National Battlefield,216239,4771929,3.53
2014,SE,SC,Cowpens National Battlefield,National Battlefield,200836,4832482,3.37
2015,SE,SC,Cowpens National Battlefield,National Battlefield,206740,4896146,2.45
2006,PW,OR,Crater Lake National Park,National Park,388972,3670883,2.59
2007,PW,OR,Crater Lake National Park,National Park,468958,3722417,2.8
2008,PW,OR,Crater Lake National Park,National Park,415686,3768748,3.27
2009,PW,OR,Crater Lake National Park,National Park,446516,3808600,2.35
2010,PW,OR,Crater Lake National Park,National Park,448319,3837083,2.79
2011,PW,OR,Crater Lake National Park,National Park,423551,3867644,3.53
2012,PW,OR,Crater Lake National Park,National Park,447251,3898684,3.64
2013,PW,OR,Crater Lake National Park,National Park,523027,3928068,3.53
2014,PW,OR,Crater Lake National Park,National Park,535508,3970239,3.37
2015,PW,OR,Crater Lake National Park,National Park,614712,4028977,2.45
2006,PW,ID,Craters of the Moon National Monument,National Monument,176998,1468669,2.59
2007,PW,ID,Craters of the Moon National Monument,National Monument,221672,1505105,2.8
2008,PW,ID,Craters of the Moon National Monument,National Monument,227179,1534320,3.27
2009,PW,ID,Craters of the Moon National Monument,National Monument,194046,1554439,2.35
2010,PW,ID,Craters of the Moon National Monument,National Monument,215698,1570639,2.79
2011,PW,ID,Craters of the Moon National Monument,National Monument,198545,1583780,3.53
2012,PW,ID,Craters of the Moon National Monument,National Monument,197529,1595590,3.64
2013,PW,ID,Craters of the Moon National Monument,National Monument,200525,1612843,3.53
2014,PW,ID,Craters of the Moon National Monument,National Monument,214993,1634464,3.37
2015,PW,ID,Craters of the Moon National Monument,National Monument,246826,1654930,2.45
2006,SE,KY,Cumberland Gap National Historical Park,National Historical Park,936929,4219239,2.59
2007,SE,KY,Cumberland Gap National Historical Park,National Historical Park,994985,4256672,2.8
2008,SE,KY,Cumberland Gap National Historical Park,National Historical Park,843893,4289878,3.27
2009,SE,KY,Cumberland Gap National Historical Park,National Historical Park,883663,4317074,2.35
2010,SE,KY,Cumberland Gap National Historical Park,National Historical Park,918746,4349838,2.79
2011,SE,KY,Cumberland Gap National Historical Park,National Historical Park,828947,4370038,3.53
2012,SE,KY,Cumberland Gap National Historical Park,National Historical Park,853998,4383465,3.64
2013,SE,KY,Cumberland Gap National Historical Park,National Historical Park,768363,4399583,3.53
2014,SE,KY,Cumberland Gap National Historical Park,National Historical Park,879934,4413457,3.37
2015,SE,KY,Cumberland Gap National Historical Park,National Historical Park,840601,4425092,2.45
2006,SE,GA,Cumberland Island National Seashore,National Seashore,44025,9155813,2.59
2007,SE,GA,Cumberland Island National Seashore,National Seashore,72449,9349988,2.8
2008,SE,GA,Cumberland Island National Seashore,National Seashore,82812,9504843,3.27
2009,SE,GA,Cumberland Island National Seashore,National Seashore,77588,9620846,2.35
2010,SE,GA,Cumberland Island National Seashore,National Seashore,91996,9714464,2.79
2011,SE,GA,Cumberland Island National Seashore,National Seashore,74279,9813201,3.53
2012,SE,GA,Cumberland Island National Seashore,National Seashore,61493,9919000,3.64
2013,SE,GA,Cumberland Island National Seashore,National Seashore,51435,9994759,3.53
2014,SE,GA,Cumberland Island National Seashore,National Seashore,61401,10097343,3.37
2015,SE,GA,Cumberland Island National Seashore,National Seashore,59859,10214860,2.45
2006,IM,CO,Curecanti National Recreation Area,National Recreation Area,936380,4720423,2.59
2007,IM,CO,Curecanti National Recreation Area,National Recreation Area,964640,4803868,2.8
2008,IM,CO,Curecanti National Recreation Area,National Recreation Area,1007444,4889730,3.27
2009,IM,CO,Curecanti National Recreation Area,National Recreation Area,953169,4972195,2.35
2010,IM,CO,Curecanti National Recreation Area,National Recreation Area,969549,5048575,2.79
2011,IM,CO,Curecanti National Recreation Area,National Recreation Area,924468,5119661,3.53
2012,IM,CO,Curecanti National Recreation Area,National Recreation Area,862612,5191709,3.64
2013,IM,CO,Curecanti National Recreation Area,National Recreation Area,814163,5272086,3.53
2014,IM,CO,Curecanti National Recreation Area,National Recreation Area,931367,5355866,3.37
2015,IM,CO,Curecanti National Recreation Area,National Recreation Area,944742,5456574,2.45
2006,MW,OH,Cuyahoga Valley National Park,National Park,2468816,11481213,2.59
2007,MW,OH,Cuyahoga Valley National Park,National Park,2486656,11500468,2.8
2008,MW,OH,Cuyahoga Valley National Park,National Park,2828233,11515391,3.27
2009,MW,OH,Cuyahoga Valley National Park,National Park,2589288,11528896,2.35
2010,MW,OH,Cuyahoga Valley National Park,National Park,2492670,11540070,2.79
2011,MW,OH,Cuyahoga Valley National Park,National Park,2161185,11544757,3.53
2012,MW,OH,Cuyahoga Valley National Park,National Park,2299722,11550901,3.64
2013,MW,OH,Cuyahoga Valley National Park,National Park,2103010,11572005,3.53
2014,MW,OH,Cuyahoga Valley National Park,National Park,2189849,11594163,3.37
2015,MW,OH,Cuyahoga Valley National Park,National Park,2284612,11613423,2.45
2006,MW,OH,Dayton Aviation Heritage National Historical Park,National Historical Park,51771,11481213,2.59
2007,MW,OH,Dayton Aviation Heritage National Historical Park,National Historical Park,54827,11500468,2.8
2008,MW,OH,Dayton Aviation Heritage National Historical Park,National Historical Park,53292,11515391,3.27
2009,MW,OH,Dayton Aviation Heritage National Historical Park,National Historical Park,58301,11528896,2.35
2010,MW,OH,Dayton Aviation Heritage National Historical Park,National Historical Park,63961,11540070,2.79
2011,MW,OH,Dayton Aviation Heritage National Historical Park,National Historical Park,68048,11544757,3.53
2012,MW,OH,Dayton Aviation Heritage National Historical Park,National Historical Park,65999,11550901,3.64
2013,MW,OH,Dayton Aviation Heritage National Historical Park,National Historical Park,59274,11572005,3.53
2014,MW,OH,Dayton Aviation Heritage National Historical Park,National Historical Park,57565,11594163,3.37
2015,MW,OH,Dayton Aviation Heritage National Historical Park,National Historical Park,73588,11613423,2.45
2006,SE,FL,De Soto National Memorial,National Memorial,245503,18166990,2.59
2007,SE,FL,De Soto National Memorial,National Memorial,260843,18367842,2.8
2008,SE,FL,De Soto National Memorial,National Memorial,265944,18527305,3.27
2009,SE,FL,De Soto National Memorial,National Memorial,246608,18652644,2.35
2010,SE,FL,De Soto National Memorial,National Memorial,265406,18852220,2.79
2011,SE,FL,De Soto National Memorial,National Memorial,355653,19107900,3.53
2012,SE,FL,De Soto National Memorial,National Memorial,432981,19355257,3.64
2013,SE,FL,De Soto National Memorial,National Memorial,279924,19600311,3.53
2014,SE,FL,De Soto National Memorial,National Memorial,342039,19893297,3.37
2015,SE,FL,De Soto National Memorial,National Memorial,293647,20271272,2.45
2006,PW,CA,Death Valley National Park,National Park,744440,36021202,2.59
2007,PW,CA,Death Valley National Park,National Park,704122,36250311,2.8
2008,PW,CA,Death Valley National Park,National Park,871938,36604337,3.27
2009,PW,CA,Death Valley National Park,National Park,828574,36961229,2.35
2010,PW,CA,Death Valley National Park,National Park,984775,37336011,2.79
2011,PW,CA,Death Valley National Park,National Park,946867,37701901,3.53
2012,PW,CA,Death Valley National Park,National Park,984568,38062780,3.64
2013,PW,CA,Death Valley National Park,National Park,951972,38431393,3.53
2014,PW,CA,Death Valley National Park,National Park,1101312,38802500,3.37
2015,PW,CA,Death Valley National Park,National Park,1154843,39144818,2.45
2006,NE,PA,Delaware Water Gap National Recreation Area,National Recreation Area,5254216,12510809,2.59
2007,NE,PA,Delaware Water Gap National Recreation Area,National Recreation Area,4836229,12563937,2.8
2008,NE,PA,Delaware Water Gap National Recreation Area,National Recreation Area,5127074,12612285,3.27
2009,NE,PA,Delaware Water Gap National Recreation Area,National Recreation Area,5213030,12666858,2.35
2010,NE,PA,Delaware Water Gap National Recreation Area,National Recreation Area,5285761,12711077,2.79
2011,NE,PA,Delaware Water Gap National Recreation Area,National Recreation Area,4986700,12743995,3.53
2012,NE,PA,Delaware Water Gap National Recreation Area,National Recreation Area,4970802,12770043,3.64
2013,NE,PA,Delaware Water Gap National Recreation Area,National Recreation Area,4843350,12781296,3.53
2014,NE,PA,Delaware Water Gap National Recreation Area,National Recreation Area,4041672,12787209,3.37
2015,NE,PA,Delaware Water Gap National Recreation Area,National Recreation Area,3735134,12802503,2.45
2006,AK,AK,Denali National Park,National Park,415935,675302,2.59
2007,AK,AK,Denali National Park,National Park,458308,680300,2.8
2008,AK,AK,Denali National Park,National Park,432309,687455,3.27
2009,AK,AK,Denali National Park,National Park,358041,698895,2.35
2010,AK,AK,Denali National Park,National Park,378855,713856,2.79
2011,AK,AK,Denali National Park,National Park,406582,722572,3.53
2012,AK,AK,Denali National Park,National Park,388433,731081,3.64
2013,AK,AK,Denali National Park,National Park,530922,737259,3.53
2014,AK,AK,Denali National Park,National Park,531315,736732,3.37
2015,AK,AK,Denali National Park,National Park,560757,738432,2.45
2006,AK,AK,Denali National Preserve,National Park,415935,675302,2.59
2007,AK,AK,Denali National Preserve,National Park,458308,680300,2.8
2008,AK,AK,Denali National Preserve,National Park,432309,687455,3.27
2009,AK,AK,Denali National Preserve,National Park,358041,698895,2.35
2010,AK,AK,Denali National Preserve,National Park,378855,713856,2.79
2011,AK,AK,Denali National Preserve,National Park,406582,722572,3.53
2012,AK,AK,Denali National Preserve,National Park,388433,731081,3.64
2013,AK,AK,Denali National Preserve,National Park,530922,737259,3.53
2014,AK,AK,Denali National Preserve,National Park,531315,736732,3.37
2015,AK,AK,Denali National Preserve,National Park,560757,738432,2.45
2006,PW,CA,Devils Postpile National Monument,National Monument,105303,36021202,2.59
2007,PW,CA,Devils Postpile National Monument,National Monument,120758,36250311,2.8
2008,PW,CA,Devils Postpile National Monument,National Monument,134005,36604337,3.27
2009,PW,CA,Devils Postpile National Monument,National Monument,110212,36961229,2.35
2010,PW,CA,Devils Postpile National Monument,National Monument,80349,37336011,2.79
2011,PW,CA,Devils Postpile National Monument,National Monument,97207,37701901,3.53
2012,PW,CA,Devils Postpile National Monument,National Monument,87845,38062780,3.64
2013,PW,CA,Devils Postpile National Monument,National Monument,91794,38431393,3.53
2014,PW,CA,Devils Postpile National Monument,National Monument,114414,38802500,3.37
2015,PW,CA,Devils Postpile National Monument,National Monument,140313,39144818,2.45
2006,IM,WY,Devils Tower National Monument,National Monument,335764,522667,2.59
2007,IM,WY,Devils Tower National Monument,National Monument,322272,534876,2.8
2008,IM,WY,Devils Tower National Monument,National Monument,336303,546043,3.27
2009,IM,WY,Devils Tower National Monument,National Monument,391023,559851,2.35
2010,IM,WY,Devils Tower National Monument,National Monument,436200,564358,2.79
2011,IM,WY,Devils Tower National Monument,National Monument,395203,567631,3.53
2012,IM,WY,Devils Tower National Monument,National Monument,416994,576893,3.64
2013,IM,WY,Devils Tower National Monument,National Monument,417326,583223,3.53
2014,IM,WY,Devils Tower National Monument,National Monument,440875,584153,3.37
2015,IM,WY,Devils Tower National Monument,National Monument,478833,586107,2.45
2006,IM,CO,Dinosaur National Monument,National Monument,278473,4720423,2.59
2007,IM,CO,Dinosaur National Monument,National Monument,230914,4803868,2.8
2008,IM,CO,Dinosaur National Monument,National Monument,201724,4889730,3.27
2009,IM,CO,Dinosaur National Monument,National Monument,203862,4972195,2.35
2010,IM,CO,Dinosaur National Monument,National Monument,197812,5048575,2.79
2011,IM,CO,Dinosaur National Monument,National Monument,213559,5119661,3.53
2012,IM,CO,Dinosaur National Monument,National Monument,302858,5191709,3.64
2013,IM,CO,Dinosaur National Monument,National Monument,274361,5272086,3.53
2014,IM,CO,Dinosaur National Monument,National Monument,250625,5355866,3.37
2015,IM,CO,Dinosaur National Monument,National Monument,291799,5456574,2.45
2006,SE,FL,Dry Tortugas National Park,National Park,64122,18166990,2.59
2007,SE,FL,Dry Tortugas National Park,National Park,60895,18367842,2.8
2008,SE,FL,Dry Tortugas National Park,National Park,63947,18527305,3.27
2009,SE,FL,Dry Tortugas National Park,National Park,52011,18652644,2.35
2010,SE,FL,Dry Tortugas National Park,National Park,53890,18852220,2.79
2011,SE,FL,Dry Tortugas National Park,National Park,75171,19107900,3.53
2012,SE,FL,Dry Tortugas National Park,National Park,60550,19355257,3.64
2013,SE,FL,Dry Tortugas National Park,National Park,58401,19600311,3.53
2014,SE,FL,Dry Tortugas National Park,National Park,64865,19893297,3.37
2015,SE,FL,Dry Tortugas National Park,National Park,70862,20271272,2.45
2006,NE,PA,Edgar Allan Poe National Historic Site,National Historic Site,12409,12510809,2.59
2007,NE,PA,Edgar Allan Poe National Historic Site,National Historic Site,14258,12563937,2.8
2008,NE,PA,Edgar Allan Poe National Historic Site,National Historic Site,12961,12612285,3.27
2009,NE,PA,Edgar Allan Poe National Historic Site,National Historic Site,17463,12666858,2.35
2010,NE,PA,Edgar Allan Poe National Historic Site,National Historic Site,16584,12711077,2.79
2011,NE,PA,Edgar Allan Poe National Historic Site,National Historic Site,14711,12743995,3.53
2012,NE,PA,Edgar Allan Poe National Historic Site,National Historic Site,19104,12770043,3.64
2013,NE,PA,Edgar Allan Poe National Historic Site,National Historic Site,5884,12781296,3.53
2014,NE,PA,Edgar Allan Poe National Historic Site,National Historic Site,13701,12787209,3.37
2015,NE,PA,Edgar Allan Poe National Historic Site,National Historic Site,13862,12802503,2.45
2006,MW,IA,Effigy Mounds National Monument,National Monument,90199,2982644,2.59
2007,MW,IA,Effigy Mounds National Monument,National Monument,88268,2999212,2.8
2008,MW,IA,Effigy Mounds National Monument,National Monument,68696,3016734,3.27
2009,MW,IA,Effigy Mounds National Monument,National Monument,78177,3032870,2.35
2010,MW,IA,Effigy Mounds National Monument,National Monument,79783,3050295,2.79
2011,MW,IA,Effigy Mounds National Monument,National Monument,82581,3064904,3.53
2012,MW,IA,Effigy Mounds National Monument,National Monument,78540,3075935,3.64
2013,MW,IA,Effigy Mounds National Monument,National Monument,71074,3092341,3.53
2014,MW,IA,Effigy Mounds National Monument,National Monument,77812,3107126,3.37
2015,MW,IA,Effigy Mounds National Monument,National Monument,81901,3123899,2.45
2006,NE,PA,Eisenhower National Historic Site,National Historic Site,70243,12510809,2.59
2007,NE,PA,Eisenhower National Historic Site,National Historic Site,69747,12563937,2.8
2008,NE,PA,Eisenhower National Historic Site,National Historic Site,70757,12612285,3.27
2009,NE,PA,Eisenhower National Historic Site,National Historic Site,64212,12666858,2.35
2010,NE,PA,Eisenhower National Historic Site,National Historic Site,61210,12711077,2.79
2011,NE,PA,Eisenhower National Historic Site,National Historic Site,58022,12743995,3.53
2012,NE,PA,Eisenhower National Historic Site,National Historic Site,53286,12770043,3.64
2013,NE,PA,Eisenhower National Historic Site,National Historic Site,59179,12781296,3.53
2014,NE,PA,Eisenhower National Historic Site,National Historic Site,58240,12787209,3.37
2015,NE,PA,Eisenhower National Historic Site,National Historic Site,54377,12802503,2.45
2006,IM,NM,El Malpais National Monument,National Monument,107792,1962137,2.59
2007,IM,NM,El Malpais National Monument,National Monument,110639,1990070,2.8
2008,IM,NM,El Malpais National Monument,National Monument,115066,2010662,3.27
2009,IM,NM,El Malpais National Monument,National Monument,123290,2036802,2.35
2010,IM,NM,El Malpais National Monument,National Monument,134662,2064950,2.79
2011,IM,NM,El Malpais National Monument,National Monument,105356,2078407,3.53
2012,IM,NM,El Malpais National Monument,National Monument,114678,2084594,3.64
2013,IM,NM,El Malpais National Monument,National Monument,137904,2086895,3.53
2014,IM,NM,El Malpais National Monument,National Monument,164063,2085572,3.37
2015,IM,NM,El Malpais National Monument,National Monument,174433,2085109,2.45
2006,IM,NM,El Morro National Monument,National Monument,52297,1962137,2.59
2007,IM,NM,El Morro National Monument,National Monument,51492,1990070,2.8
2008,IM,NM,El Morro National Monument,National Monument,45178,2010662,3.27
2009,IM,NM,El Morro National Monument,National Monument,48245,2036802,2.35
2010,IM,NM,El Morro National Monument,National Monument,52566,2064950,2.79
2011,IM,NM,El Morro National Monument,National Monument,48332,2078407,3.53
2012,IM,NM,El Morro National Monument,National Monument,44808,2084594,3.64
2013,IM,NM,El Morro National Monument,National Monument,40051,2086895,3.53
2014,IM,NM,El Morro National Monument,National Monument,46256,2085572,3.37
2015,IM,NM,El Morro National Monument,National Monument,49390,2085109,2.45
