year,region,state,unit_name,unit_type,visitors
1947,NE,NY,Federal Hall National Memorial,National Memorial,71830
1948,NE,NY,Federal Hall National Memorial,National Memorial,80230
1949,NE,NY,Federal Hall National Memorial,National Memorial,64867
1950,NE,NY,Federal Hall National Memorial,National Memorial,69573
1951,NE,NY,Federal Hall National Memorial,National Memorial,62362
1952,NE,NY,Federal Hall National Memorial,National Memorial,57140
1953,NE,NY,Federal Hall National Memorial,National Memorial,49629
1954,NE,NY,Federal Hall National Memorial,National Memorial,36900
1955,NE,NY,Federal Hall National Memorial,National Memorial,49300
1956,NE,NY,Federal Hall National Memorial,National Memorial,51300
1957,NE,NY,Federal Hall National Memorial,National Memorial,52200
1958,NE,NY,Federal Hall National Memorial,National Memorial,50600
1959,NE,NY,Federal Hall National Memorial,National Memorial,49400
1960,NE,NY,Federal Hall National Memorial,National Memorial,60800
1961,NE,NY,Federal Hall National Memorial,National Memorial,55200
1962,NE,NY,Federal Hall National Memorial,National Memorial,60300
1963,NE,NY,Federal Hall National Memorial,National Memorial,58800
1964,NE,NY,Federal Hall National Memorial,National Memorial,39300
1965,NE,NY,Federal Hall National Memorial,National Memorial,78800
1966,NE,NY,Federal Hall National Memorial,National Memorial,70600
1967,NE,NY,Federal Hall National Memorial,National Memorial,100900
1968,NE,NY,Federal Hall National Memorial,National Memorial,80300
1969,NE,NY,Federal Hall National Memorial,National Memorial,46700
1970,NE,NY,Federal Hall National Memorial,National Memorial,57900
1971,NE,NY,Federal Hall National Memorial,National Memorial,55700
1972,NE,NY,Federal Hall National Memorial,National Memorial,44491
1973,NE,NY,Federal Hall National Memorial,National Memorial,80100
1974,NE,NY,Federal Hall National Memorial,National Memorial,82200
1975,NE,NY,Federal Hall National Memorial,National Memorial,116600
1976,NE,NY,Federal Hall National Memorial,National Memorial,218900
1977,NE,NY,Federal Hall National Memorial,National Memorial,90900
1978,NE,NY,Federal Hall National Memorial,National Memorial,97368
1979,NE,NY,Federal Hall National Memorial,National Memorial,83680
1980,NE,NY,Federal Hall National Memorial,National Memorial,95343
1981,NE,NY,Federal Hall National Memorial,National Memorial,103331
1982,NE,NY,Federal Hall National Memorial,National Memorial,112387
1983,NE,NY,Federal Hall National Memorial,National Memorial,115358
1984,NE,NY,Federal Hall National Memorial,National Memorial,157217
1985,NE,NY,Federal Hall National Memorial,National Memorial,245148
1986,NE,NY,Federal Hall National Memorial,National Memorial,466394
1987,NE,NY,Federal Hall National Memorial,National Memorial,344852
1988,NE,NY,Federal Hall National Memorial,National Memorial,333673
1989,NE,NY,Federal Hall National Memorial,National Memorial,273784
1990,NE,NY,Federal Hall National Memorial,National Memorial,289382
1991,NE,NY,Federal Hall National Memorial,National Memorial,179180
1992,NE,NY,Federal Hall National Memorial,National Memorial,131350
1993,NE,NY,Federal Hall National Memorial,National Memorial,127700
1994,NE,NY,Federal Hall National Memorial,National Memorial,169420
1995,NE,NY,Federal Hall National Memorial,National Memorial,198913
1996,NE,NY,Federal Hall National Memorial,National Memorial,259932
1997,NE,NY,Federal Hall National Memorial,National Memorial,205487
1998,NE,NY,Federal Hall National Memorial,National Memorial,251975
1999,NE,NY,Federal Hall National Memorial,National Memorial,211482
2000,NE,NY,Federal Hall National Memorial,National Memorial,241897
2001,NE,NY,Federal Hall National Memorial,National Memorial,203816
2002,NE,NY,Federal Hall National Memorial,National Memorial,177146
2003,NE,NY,Federal Hall National Memorial,National Memorial,120152
2004,NE,NY,Federal Hall National Memorial,National Memorial,156707
2005,NE,NY,Federal Hall National Memorial,National Memorial,0
2006,NE,NY,Federal Hall National Memorial,National Memorial,12800
2007,NE,NY,Federal Hall National Memorial,National Memorial,127432
2008,NE,NY,Federal Hall National Memorial,National Memorial,212564
2009,NE,NY,Federal Hall National Memorial,National Memorial,204880
2010,NE,NY,Federal Hall National Memorial,National Memorial,178749
2011,NE,NY,Federal Hall National Memorial,National Memorial,187109
2012,NE,NY,Federal Hall National Memorial,National Memorial,167146
2013,NE,NY,Federal Hall National Memorial,National Memorial,148647
2014,NE,NY,Federal Hall National Memorial,National Memorial,137538
2015,NE,NY,Federal Hall National Memorial,National Memorial,172038
2016,NE,NY,Federal Hall National Memorial,National Memorial,314531
1967,NE,NY,Fire Island National Seashore,National Seashore,417300
1968,NE,NY,Fire Island National Seashore,National Seashore,474400
1969,NE,NY,Fire Island National Seashore,National Seashore,397500
1970,NE,NY,Fire Island National Seashore,National Seashore,438400
1971,NE,NY,Fire Island National Seashore,National Seashore,395200
1972,NE,NY,Fire Island National Seashore,National Seashore,492589
1973,NE,NY,Fire Island National Seashore,National Seashore,460900
1974,NE,NY,Fire Island National Seashore,National Seashore,473300
1975,NE,NY,Fire Island National Seashore,National Seashore,510800
1976,NE,NY,Fire Island National Seashore,National Seashore,435000
1977,NE,NY,Fire Island National Seashore,National Seashore,453100
1978,NE,NY,Fire Island National Seashore,National Seashore,486394
1979,NE,NY,Fire Island National Seashore,National Seashore,465268
1980,NE,NY,Fire Island National Seashore,National Seashore,604401
1981,NE,NY,Fire Island National Seashore,National Seashore,513421
1982,NE,NY,Fire Island National Seashore,National Seashore,539150
1983,NE,NY,Fire Island National Seashore,National Seashore,531183
1984,NE,NY,Fire Island National Seashore,National Seashore,524757
1985,NE,NY,Fire Island National Seashore,National Seashore,552542
1986,NE,NY,Fire Island National Seashore,National Seashore,522672
1987,NE,NY,Fire Island National Seashore,National Seashore,570507
1988,NE,NY,Fire Island National Seashore,National Seashore,537282
1989,NE,NY,Fire Island National Seashore,National Seashore,589474
1990,NE,NY,Fire Island National Seashore,National Seashore,683962
1991,NE,NY,Fire Island National Seashore,National Seashore,763181
1992,NE,NY,Fire Island National Seashore,National Seashore,657996
1993,NE,NY,Fire Island National Seashore,National Seashore,639741
1994,NE,NY,Fire Island National Seashore,National Seashore,688974
1995,NE,NY,Fire Island National Seashore,National Seashore,348788
1996,NE,NY,Fire Island National Seashore,National Seashore,385706
1997,NE,NY,Fire Island National Seashore,National Seashore,534888
1998,NE,NY,Fire Island National Seashore,National Seashore,558479
1999,NE,NY,Fire Island National Seashore,National Seashore,559764
2000,NE,NY,Fire Island National Seashore,National Seashore,600333
2001,NE,NY,Fire Island National Seashore,National Seashore,661692
2002,NE,NY,Fire Island National Seashore,National Seashore,763992
2003,NE,NY,Fire Island National Seashore,National Seashore,629858
2004,NE,NY,Fire Island National Seashore,National Seashore,819161
2005,NE,NY,Fire Island National Seashore,National Seashore,670456
2006,NE,NY,Fire Island National Seashore,National Seashore,636030
2007,NE,NY,Fire Island National Seashore,National Seashore,616233
2008,NE,NY,Fire Island National Seashore,National Seashore,604577
2009,NE,NY,Fire Island National Seashore,National Seashore,569667
2010,NE,NY,Fire Island National Seashore,National Seashore,613057
2011,NE,NY,Fire Island National Seashore,National Seashore,519173
2012,NE,NY,Fire Island National Seashore,National Seashore,483334
2013,NE,NY,Fire Island National Seashore,National Seashore,294219
2014,NE,NY,Fire Island National Seashore,National Seashore,384343
2015,NE,NY,Fire Island National Seashore,National Seashore,441899
2016,NE,NY,Fire Island National Seashore,National Seashore,431303
2006,MW,OH,First Ladies National Historic Site,National Historic Site,11219
2007,MW,OH,First Ladies National Historic Site,National Historic Site,10881
2008,MW,OH,First Ladies National Historic Site,National Historic Site,9770
2009,MW,OH,First Ladies National Historic Site,National Historic Site,10466
2010,MW,OH,First Ladies National Historic Site,National Historic Site,8766
2011,MW,OH,First Ladies National Historic Site,National Historic Site,8254
2012,MW,OH,First Ladies National Historic Site,National Historic Site,9903
2013,MW,OH,First Ladies National Historic Site,National Historic Site,10068
2014,MW,OH,First Ladies National Historic Site,National Historic Site,15326
2015,MW,OH,First Ladies National Historic Site,National Historic Site,12897
2016,MW,OH,First Ladies National Historic Site,National Historic Site,13378
2007,NE,PA,Flight 93 National Memorial,National Memorial,143725
2008,NE,PA,Flight 93 National Memorial,National Memorial,136091
2009,NE,PA,Flight 93 National Memorial,National Memorial,149668
2010,NE,PA,Flight 93 National Memorial,National Memorial,137837
2011,NE,PA,Flight 93 National Memorial,National Memorial,265246
2012,NE,PA,Flight 93 National Memorial,National Memorial,317926
2013,NE,PA,Flight 93 National Memorial,National Memorial,265924
2014,NE,PA,Flight 93 National Memorial,National Memorial,284226
2015,NE,PA,Flight 93 National Memorial,National Memorial,337217
2016,NE,PA,Flight 93 National Memorial,National Memorial,385123
1973,IM,CO,Florissant Fossil Beds National Monument,National Monument,20100
1974,IM,CO,Florissant Fossil Beds National Monument,National Monument,25700
1975,IM,CO,Florissant Fossil Beds National Monument,National Monument,39500
1976,IM,CO,Florissant Fossil Beds National Monument,National Monument,46000
1977,IM,CO,Florissant Fossil Beds National Monument,National Monument,63300
1978,IM,CO,Florissant Fossil Beds National Monument,National Monument,63291
1979,IM,CO,Florissant Fossil Beds National Monument,National Monument,46919
1980,IM,CO,Florissant Fossil Beds National Monument,National Monument,66652
1981,IM,CO,Florissant Fossil Beds National Monument,National Monument,50747
1982,IM,CO,Florissant Fossil Beds National Monument,National Monument,49577
1983,IM,CO,Florissant Fossil Beds National Monument,National Monument,51309
1984,IM,CO,Florissant Fossil Beds National Monument,National Monument,54845
1985,IM,CO,Florissant Fossil Beds National Monument,National Monument,93990
1986,IM,CO,Florissant Fossil Beds National Monument,National Monument,127430
1987,IM,CO,Florissant Fossil Beds National Monument,National Monument,143597
1988,IM,CO,Florissant Fossil Beds National Monument,National Monument,155012
1989,IM,CO,Florissant Fossil Beds National Monument,National Monument,161740
1990,IM,CO,Florissant Fossil Beds National Monument,National Monument,94844
1991,IM,CO,Florissant Fossil Beds National Monument,National Monument,73075
1992,IM,CO,Florissant Fossil Beds National Monument,National Monument,87969
1993,IM,CO,Florissant Fossil Beds National Monument,National Monument,81508
1994,IM,CO,Florissant Fossil Beds National Monument,National Monument,100333
1995,IM,CO,Florissant Fossil Beds National Monument,National Monument,91434
1996,IM,CO,Florissant Fossil Beds National Monument,National Monument,91278
1997,IM,CO,Florissant Fossil Beds National Monument,National Monument,86488
1998,IM,CO,Florissant Fossil Beds National Monument,National Monument,79779
1999,IM,CO,Florissant Fossil Beds National Monument,National Monument,81510
2000,IM,CO,Florissant Fossil Beds National Monument,National Monument,82094
2001,IM,CO,Florissant Fossil Beds National Monument,National Monument,79669
2002,IM,CO,Florissant Fossil Beds National Monument,National Monument,62509
2003,IM,CO,Florissant Fossil Beds National Monument,National Monument,67537
2004,IM,CO,Florissant Fossil Beds National Monument,National Monument,61258
2005,IM,CO,Florissant Fossil Beds National Monument,National Monument,59508
2006,IM,CO,Florissant Fossil Beds National Monument,National Monument,56094
2007,IM,CO,Florissant Fossil Beds National Monument,National Monument,55992
2008,IM,CO,Florissant Fossil Beds National Monument,National Monument,56988
2009,IM,CO,Florissant Fossil Beds National Monument,National Monument,64251
2010,IM,CO,Florissant Fossil Beds National Monument,National Monument,65422
2011,IM,CO,Florissant Fossil Beds National Monument,National Monument,61289
2012,IM,CO,Florissant Fossil Beds National Monument,National Monument,62637
2013,IM,CO,Florissant Fossil Beds National Monument,National Monument,58032
2014,IM,CO,Florissant Fossil Beds National Monument,National Monument,63297
2015,IM,CO,Florissant Fossil Beds National Monument,National Monument,69130
2016,IM,CO,Florissant Fossil Beds National Monument,National Monument,73564
1936,NC,DC,Ford's Theatre National Historic Site,National Historic Site,198600
1937,NC,DC,Ford's Theatre National Historic Site,National Historic Site,224500
1938,NC,DC,Ford's Theatre National Historic Site,National Historic Site,200000
1939,NC,DC,Ford's Theatre National Historic Site,National Historic Site,131700
1940,NC,DC,Ford's Theatre National Historic Site,National Historic Site,58400
1941,NC,DC,Ford's Theatre National Historic Site,National Historic Site,89200
1942,NC,DC,Ford's Theatre National Historic Site,National Historic Site,80000
1943,NC,DC,Ford's Theatre National Historic Site,National Historic Site,119000
1944,NC,DC,Ford's Theatre National Historic Site,National Historic Site,152000
1945,NC,DC,Ford's Theatre National Historic Site,National Historic Site,166300
1946,NC,DC,Ford's Theatre National Historic Site,National Historic Site,180799
1947,NC,DC,Ford's Theatre National Historic Site,National Historic Site,159200
1948,NC,DC,Ford's Theatre National Historic Site,National Historic Site,149000
1949,NC,DC,Ford's Theatre National Historic Site,National Historic Site,163000
1950,NC,DC,Ford's Theatre National Historic Site,National Historic Site,113647
1951,NC,DC,Ford's Theatre National Historic Site,National Historic Site,123528
1952,NC,DC,Ford's Theatre National Historic Site,National Historic Site,146264
1953,NC,DC,Ford's Theatre National Historic Site,National Historic Site,152226
1954,NC,DC,Ford's Theatre National Historic Site,National Historic Site,154600
1955,NC,DC,Ford's Theatre National Historic Site,National Historic Site,259000
1956,NC,DC,Ford's Theatre National Historic Site,National Historic Site,208200
1957,NC,DC,Ford's Theatre National Historic Site,National Historic Site,197600
1958,NC,DC,Ford's Theatre National Historic Site,National Historic Site,187200
1959,NC,DC,Ford's Theatre National Historic Site,National Historic Site,193800
1960,NC,DC,Ford's Theatre National Historic Site,National Historic Site,357500
1961,NC,DC,Ford's Theatre National Historic Site,National Historic Site,405300
1962,NC,DC,Ford's Theatre National Historic Site,National Historic Site,425400
1963,NC,DC,Ford's Theatre National Historic Site,National Historic Site,374100
1964,NC,DC,Ford's Theatre National Historic Site,National Historic Site,450500
1965,NC,DC,Ford's Theatre National Historic Site,National Historic Site,95400
1966,NC,DC,Ford's Theatre National Historic Site,National Historic Site,100900
1967,NC,DC,Ford's Theatre National Historic Site,National Historic Site,137000
1968,NC,DC,Ford's Theatre National Historic Site,National Historic Site,433900
1969,NC,DC,Ford's Theatre National Historic Site,National Historic Site,438300
1970,NC,DC,Ford's Theatre National Historic Site,National Historic Site,459600
1971,NC,DC,Ford's Theatre National Historic Site,National Historic Site,589100
1972,NC,DC,Ford's Theatre National Historic Site,National Historic Site,789784
1973,NC,DC,Ford's Theatre National Historic Site,National Historic Site,602400
1974,NC,DC,Ford's Theatre National Historic Site,National Historic Site,525500
1975,NC,DC,Ford's Theatre National Historic Site,National Historic Site,578900
1976,NC,DC,Ford's Theatre National Historic Site,National Historic Site,718800
1977,NC,DC,Ford's Theatre National Historic Site,National Historic Site,561800
1978,NC,DC,Ford's Theatre National Historic Site,National Historic Site,597624
1979,NC,DC,Ford's Theatre National Historic Site,National Historic Site,518345
1980,NC,DC,Ford's Theatre National Historic Site,National Historic Site,647622
1981,NC,DC,Ford's Theatre National Historic Site,National Historic Site,650903
1982,NC,DC,Ford's Theatre National Historic Site,National Historic Site,619669
1983,NC,DC,Ford's Theatre National Historic Site,National Historic Site,704440
1984,NC,DC,Ford's Theatre National Historic Site,National Historic Site,765739
1985,NC,DC,Ford's Theatre National Historic Site,National Historic Site,769780
1986,NC,DC,Ford's Theatre National Historic Site,National Historic Site,786153
1987,NC,DC,Ford's Theatre National Historic Site,National Historic Site,827775
1988,NC,DC,Ford's Theatre National Historic Site,National Historic Site,883448
1989,NC,DC,Ford's Theatre National Historic Site,National Historic Site,781697
1990,NC,DC,Ford's Theatre National Historic Site,National Historic Site,940372
1991,NC,DC,Ford's Theatre National Historic Site,National Historic Site,853469
1992,NC,DC,Ford's Theatre National Historic Site,National Historic Site,854789
1993,NC,DC,Ford's Theatre National Historic Site,National Historic Site,942106
1994,NC,DC,Ford's Theatre National Historic Site,National Historic Site,996379
1995,NC,DC,Ford's Theatre National Historic Site,National Historic Site,1025989
1996,NC,DC,Ford's Theatre National Historic Site,National Historic Site,995416
1997,NC,DC,Ford's Theatre National Historic Site,National Historic Site,1054482
1998,NC,DC,Ford's Theatre National Historic Site,National Historic Site,1220391
1999,NC,DC,Ford's Theatre National Historic Site,National Historic Site,1159435
2000,NC,DC,Ford's Theatre National Historic Site,National Historic Site,1164176
2001,NC,DC,Ford's Theatre National Historic Site,National Historic Site,1224540
2002,NC,DC,Ford's Theatre National Historic Site,National Historic Site,545336
2003,NC,DC,Ford's Theatre National Historic Site,National Historic Site,429763
2004,NC,DC,Ford's Theatre National Historic Site,National Historic Site,826008
2005,NC,DC,Ford's Theatre National Historic Site,National Historic Site,856079
2006,NC,DC,Ford's Theatre National Historic Site,National Historic Site,857600
2007,NC,DC,Ford's Theatre National Historic Site,National Historic Site,732521
2008,NC,DC,Ford's Theatre National Historic Site,National Historic Site,335865
2009,NC,DC,Ford's Theatre National Historic Site,National Historic Site,658271
2010,NC,DC,Ford's Theatre National Historic Site,National Historic Site,662298
2011,NC,DC,Ford's Theatre National Historic Site,National Historic Site,642786
2012,NC,DC,Ford's Theatre National Historic Site,National Historic Site,701542
2013,NC,DC,Ford's Theatre National Historic Site,National Historic Site,665876
2014,NC,DC,Ford's Theatre National Historic Site,National Historic Site,655441
2015,NC,DC,Ford's Theatre National Historic Site,National Historic Site,681537
2016,NC,DC,Ford's Theatre National Historic Site,National Historic Site,650779
1969,IM,AZ,Fort Bowie National Historic Site,National Historic Site,800
1970,IM,AZ,Fort Bowie National Historic Site,National Historic Site,1900
1971,IM,AZ,Fort Bowie National Historic Site,National Historic Site,1700
1972,IM,AZ,Fort Bowie National Historic Site,National Historic Site,3742
1973,IM,AZ,Fort Bowie National Historic Site,National Historic Site,3400
1974,IM,AZ,Fort Bowie National Historic Site,National Historic Site,3400
1975,IM,AZ,Fort Bowie National Historic Site,National Historic Site,5300
1976,IM,AZ,Fort Bowie National Historic Site,National Historic Site,6500
1977,IM,AZ,Fort Bowie National Historic Site,National Historic Site,5800
1978,IM,AZ,Fort Bowie National Historic Site,National Historic Site,5231
1979,IM,AZ,Fort Bowie National Historic Site,National Historic Site,5827
1980,IM,AZ,Fort Bowie National Historic Site,National Historic Site,5103
1981,IM,AZ,Fort Bowie National Historic Site,National Historic Site,5153
1982,IM,AZ,Fort Bowie National Historic Site,National Historic Site,5055
1983,IM,AZ,Fort Bowie National Historic Site,National Historic Site,4912
1984,IM,AZ,Fort Bowie National Historic Site,National Historic Site,5044
1985,IM,AZ,Fort Bowie National Historic Site,National Historic Site,5635
1986,IM,AZ,Fort Bowie National Historic Site,National Historic Site,7364
1987,IM,AZ,Fort Bowie National Historic Site,National Historic Site,6772
1988,IM,AZ,Fort Bowie National Historic Site,National Historic Site,7209
1989,IM,AZ,Fort Bowie National Historic Site,National Historic Site,7564
1990,IM,AZ,Fort Bowie National Historic Site,National Historic Site,7592
1991,IM,AZ,Fort Bowie National Historic Site,National Historic Site,8159
1992,IM,AZ,Fort Bowie National Historic Site,National Historic Site,9237
1993,IM,AZ,Fort Bowie National Historic Site,National Historic Site,9192
1994,IM,AZ,Fort Bowie National Historic Site,National Historic Site,11022
1995,IM,AZ,Fort Bowie National Historic Site,National Historic Site,10574
1996,IM,AZ,Fort Bowie National Historic Site,National Historic Site,10666
1997,IM,AZ,Fort Bowie National Historic Site,National Historic Site,9623
1998,IM,AZ,Fort Bowie National Historic Site,National Historic Site,9168
1999,IM,AZ,Fort Bowie National Historic Site,National Historic Site,9390
2000,IM,AZ,Fort Bowie National Historic Site,National Historic Site,8898
2001,IM,AZ,Fort Bowie National Historic Site,National Historic Site,8858
2002,IM,AZ,Fort Bowie National Historic Site,National Historic Site,8290
2003,IM,AZ,Fort Bowie National Historic Site,National Historic Site,8445
2004,IM,AZ,Fort Bowie National Historic Site,National Historic Site,9483
2005,IM,AZ,Fort Bowie National Historic Site,National Historic Site,9656
2006,IM,AZ,Fort Bowie National Historic Site,National Historic Site,10679
2007,IM,AZ,Fort Bowie National Historic Site,National Historic Site,10027
2008,IM,AZ,Fort Bowie National Historic Site,National Historic Site,10095
2009,IM,AZ,Fort Bowie National Historic Site,National Historic Site,9641
2010,IM,AZ,Fort Bowie National Historic Site,National Historic Site,9491
2011,IM,AZ,Fort Bowie National Historic Site,National Historic Site,8429
2012,IM,AZ,Fort Bowie National Historic Site,National Historic Site,7966
2013,IM,AZ,Fort Bowie National Historic Site,National Historic Site,8082
2014,IM,AZ,Fort Bowie National Historic Site,National Historic Site,6964
2015,IM,AZ,Fort Bowie National Historic Site,National Historic Site,7760
2016,IM,AZ,Fort Bowie National Historic Site,National Historic Site,8013
1958,SE,FL,Fort Caroline National Memorial,National Memorial,29400
1959,SE,FL,Fort Caroline National Memorial,National Memorial,33000
1960,SE,FL,Fort Caroline National Memorial,National Memorial,43400
1961,SE,FL,Fort Caroline National Memorial,National Memorial,41500
1962,SE,FL,Fort Caroline National Memorial,National Memorial,46100
1963,SE,FL,Fort Caroline National Memorial,National Memorial,51900
1964,SE,FL,Fort Caroline National Memorial,National Memorial,100500
1965,SE,FL,Fort Caroline National Memorial,National Memorial,94900
1966,SE,FL,Fort Caroline National Memorial,National Memorial,84100
1967,SE,FL,Fort Caroline National Memorial,National Memorial,71800
1968,SE,FL,Fort Caroline National Memorial,National Memorial,68100
1969,SE,FL,Fort Caroline National Memorial,National Memorial,61700
1970,SE,FL,Fort Caroline National Memorial,National Memorial,77200
1971,SE,FL,Fort Caroline National Memorial,National Memorial,85600
1972,SE,FL,Fort Caroline National Memorial,National Memorial,83952
1973,SE,FL,Fort Caroline National Memorial,National Memorial,77200
1974,SE,FL,Fort Caroline National Memorial,National Memorial,74800
1975,SE,FL,Fort Caroline National Memorial,National Memorial,72000
1976,SE,FL,Fort Caroline National Memorial,National Memorial,82100
1977,SE,FL,Fort Caroline National Memorial,National Memorial,139800
1978,SE,FL,Fort Caroline National Memorial,National Memorial,167987
1979,SE,FL,Fort Caroline National Memorial,National Memorial,169209
1980,SE,FL,Fort Caroline National Memorial,National Memorial,128619
1981,SE,FL,Fort Caroline National Memorial,National Memorial,110844
1982,SE,FL,Fort Caroline National Memorial,National Memorial,151607
1983,SE,FL,Fort Caroline National Memorial,National Memorial,140461
1984,SE,FL,Fort Caroline National Memorial,National Memorial,145137
1985,SE,FL,Fort Caroline National Memorial,National Memorial,164145
1986,SE,FL,Fort Caroline National Memorial,National Memorial,135883
1987,SE,FL,Fort Caroline National Memorial,National Memorial,84457
1988,SE,FL,Fort Caroline National Memorial,National Memorial,82960
1989,SE,FL,Fort Caroline National Memorial,National Memorial,91675
1990,SE,FL,Fort Caroline National Memorial,National Memorial,100897
1991,SE,FL,Fort Caroline National Memorial,National Memorial,132438
1992,SE,FL,Fort Caroline National Memorial,National Memorial,130028
1993,SE,FL,Fort Caroline National Memorial,National Memorial,129646
1994,SE,FL,Fort Caroline National Memorial,National Memorial,161991
1995,SE,FL,Fort Caroline National Memorial,National Memorial,124405
1996,SE,FL,Fort Caroline National Memorial,National Memorial,122565
1997,SE,FL,Fort Caroline National Memorial,National Memorial,130386
1998,SE,FL,Fort Caroline National Memorial,National Memorial,129301
1999,SE,FL,Fort Caroline National Memorial,National Memorial,176230
2000,SE,FL,Fort Caroline National Memorial,National Memorial,189948
2001,SE,FL,Fort Caroline National Memorial,National Memorial,195303
2002,SE,FL,Fort Caroline National Memorial,National Memorial,184575
2003,SE,FL,Fort Caroline National Memorial,National Memorial,180656
2004,SE,FL,Fort Caroline National Memorial,National Memorial,171505
2005,SE,FL,Fort Caroline National Memorial,National Memorial,145736
2006,SE,FL,Fort Caroline National Memorial,National Memorial,224114
2007,SE,FL,Fort Caroline National Memorial,National Memorial,250616
2008,SE,FL,Fort Caroline National Memorial,National Memorial,279984
2009,SE,FL,Fort Caroline National Memorial,National Memorial,288606
2010,SE,FL,Fort Caroline National Memorial,National Memorial,299906
2011,SE,FL,Fort Caroline National Memorial,National Memorial,326149
2012,SE,FL,Fort Caroline National Memorial,National Memorial,327339
2013,SE,FL,Fort Caroline National Memorial,National Memorial,307086
2014,SE,FL,Fort Caroline National Memorial,National Memorial,187843
2015,SE,FL,Fort Caroline National Memorial,National Memorial,224418
2016,SE,FL,Fort Caroline National Memorial,National Memorial,232082
1964,IM,TX,Fort Davis National Historic Site,National Historic Site,86600
1965,IM,TX,Fort Davis National Historic Site,National Historic Site,107900
1966,IM,TX,Fort Davis National Historic Site,National Historic Site,135800
1967,IM,TX,Fort Davis National Historic Site,National Historic Site,121600
1968,IM,TX,Fort Davis National Historic Site,National Historic Site,123500
1969,IM,TX,Fort Davis National Historic Site,National Historic Site,98900
1970,IM,TX,Fort Davis National Historic Site,National Historic Site,100100
1971,IM,TX,Fort Davis National Historic Site,National Historic Site,82400
1972,IM,TX,Fort Davis National Historic Site,National Historic Site,79435
1973,IM,TX,Fort Davis National Historic Site,National Historic Site,56200
1974,IM,TX,Fort Davis National Historic Site,National Historic Site,52900
1975,IM,TX,Fort Davis National Historic Site,National Historic Site,67000
1976,IM,TX,Fort Davis National Historic Site,National Historic Site,63400
1977,IM,TX,Fort Davis National Historic Site,National Historic Site,69600
1978,IM,TX,Fort Davis National Historic Site,National Historic Site,68200
1979,IM,TX,Fort Davis National Historic Site,National Historic Site,72465
1980,IM,TX,Fort Davis National Historic Site,National Historic Site,63465
1981,IM,TX,Fort Davis National Historic Site,National Historic Site,71179
1982,IM,TX,Fort Davis National Historic Site,National Historic Site,74988
1983,IM,TX,Fort Davis National Historic Site,National Historic Site,71334
1984,IM,TX,Fort Davis National Historic Site,National Historic Site,69004
1985,IM,TX,Fort Davis National Historic Site,National Historic Site,68410
1986,IM,TX,Fort Davis National Historic Site,National Historic Site,63918
1987,IM,TX,Fort Davis National Historic Site,National Historic Site,52237
1988,IM,TX,Fort Davis National Historic Site,National Historic Site,54703
1989,IM,TX,Fort Davis National Historic Site,National Historic Site,55026
1990,IM,TX,Fort Davis National Historic Site,National Historic Site,56547
1991,IM,TX,Fort Davis National Historic Site,National Historic Site,66711
1992,IM,TX,Fort Davis National Historic Site,National Historic Site,73037
1993,IM,TX,Fort Davis National Historic Site,National Historic Site,71249
1994,IM,TX,Fort Davis National Historic Site,National Historic Site,69129
1995,IM,TX,Fort Davis National Historic Site,National Historic Site,61032
1996,IM,TX,Fort Davis National Historic Site,National Historic Site,64560
1997,IM,TX,Fort Davis National Historic Site,National Historic Site,62191
1998,IM,TX,Fort Davis National Historic Site,National Historic Site,64846
1999,IM,TX,Fort Davis National Historic Site,National Historic Site,60419
2000,IM,TX,Fort Davis National Historic Site,National Historic Site,54988
2001,IM,TX,Fort Davis National Historic Site,National Historic Site,56946
2002,IM,TX,Fort Davis National Historic Site,National Historic Site,56454
2003,IM,TX,Fort Davis National Historic Site,National Historic Site,54204
2004,IM,TX,Fort Davis National Historic Site,National Historic Site,54007
2005,IM,TX,Fort Davis National Historic Site,National Historic Site,51858
2006,IM,TX,Fort Davis National Historic Site,National Historic Site,49091
2007,IM,TX,Fort Davis National Historic Site,National Historic Site,51435
2008,IM,TX,Fort Davis National Historic Site,National Historic Site,49290
2009,IM,TX,Fort Davis National Historic Site,National Historic Site,50968
2010,IM,TX,Fort Davis National Historic Site,National Historic Site,43280
2011,IM,TX,Fort Davis National Historic Site,National Historic Site,35130
2012,IM,TX,Fort Davis National Historic Site,National Historic Site,38136
2013,IM,TX,Fort Davis National Historic Site,National Historic Site,43277
2014,IM,TX,Fort Davis National Historic Site,National Historic Site,49842
2015,IM,TX,Fort Davis National Historic Site,National Historic Site,55955
2016,IM,TX,Fort Davis National Historic Site,National Historic Site,61823
1934,SE,TN,Fort Donelson National Battlefield,National Battlefield,27127
1935,SE,TN,Fort Donelson National Battlefield,National Battlefield,23112
1936,SE,TN,Fort Donelson National Battlefield,National Battlefield,21490
1937,SE,TN,Fort Donelson National Battlefield,National Battlefield,22588
1938,SE,TN,Fort Donelson National Battlefield,National Battlefield,25780
1939,SE,TN,Fort Donelson National Battlefield,National Battlefield,39638
1940,SE,TN,Fort Donelson National Battlefield,National Battlefield,41456
1941,SE,TN,Fort Donelson National Battlefield,National Battlefield,52233
1942,SE,TN,Fort Donelson National Battlefield,National Battlefield,12957
1943,SE,TN,Fort Donelson National Battlefield,National Battlefield,7613
1944,SE,TN,Fort Donelson National Battlefield,National Battlefield,8869
1945,SE,TN,Fort Donelson National Battlefield,National Battlefield,10962
