Animal,Day,Status,ECConc,PgConc,CORTConc,LogPg,LogEC,LogCORT
Bela14,58,WithFemales,47.622,0.411,3.582793167,-0.8891620644859025,3.8632948393367936,1.2761427104495062
Bela14,61,WithFemales,48.139,0.477,0.886556375,-0.7402387880937958,3.8740926593930123,-0.12041056270921183
Bela14,63,WithFemales,44.538,0.36,1.457890672,-1.0216512475319814,3.796342757363465,0.3769906458641207
Bela14,65,WithFemales,31.322,0.341,0.937289663,-1.07587280169862,3.444320726044242,-0.0647629057765881
Bella03,2,Single,903.958,7.718,2.439261214,2.043555263115427,6.806782899135878,0.8916952123101032
Bella03,3,Single,1002.302,4.044,2.181256771,1.397234301158225,6.910054633439385,0.7799012111471635
Bella03,4,Single,753.809,2.736,0.979075673,1.0064969997603042,6.62513902026826,-0.02114634321819232
Bella03,5,Single,1063.696,6.012,2.744286495,1.793757471890728,6.969504914791773,1.0095211122123577
Bella03,6,Single,963.372,3.285,0.925892381,1.189366651936574,6.870439630041148,-0.07699727031239696
Bella03,9,Single,920.351,4.117,1.325762195,1.4151247427877676,6.824755119021304,0.28198753555964473
Bella03,10,Single,1340.501,2.402,0.524327177,0.8763017236577919,7.200798703666038,-0.6456394059196393
Bella03,11,Single,1017.628,3.693,1.877884615,1.3064391358704261,6.925229707930578,0.6301459385364474
Bella03,12,Single,874.087,3.543,2.102505219,1.264973825883335,6.773179913035622,0.7431295951448817
Bella03,13,Single,694.766,4.006,1.121094161,1.3877932372436266,6.543575098224288,0.11430513788626324
Bella03,16,Single,849.89,3.513,2.011502477,1.25647037328369,6.745106929345232,0.6988819438262865
Bella03,17,Single,718.388,4.66,1.267017914,1.5390154481375546,6.577009813062289,0.23666604014986145
Bella03,18,Single,574.597,2.596,0.303387097,0.9539717988418436,6.353668925508239,-1.1927457409878677
Bella03,20,Single,762.09,6.014,2.68984417,1.7940900845663375,6.636064658948402,0.9894832625677474
Bella03,23,Single,781.432,4.129,3.197029178,1.418035246903953,6.661128133919644,1.1622219967173202
Bella03,24,Single,1082.061,7.647,3.725136314,2.034313414062088,6.986622834896782,1.3151034455243815
Bella03,25,Single,546.576,3.264,0.727070064,1.1829534371018604,6.303673364736359,-0.31873243195200424
Bella03,26,Single,804.553,5.338,2.204903017,1.6748510509823324,6.6902868436907,0.7906835247115644
Bella03,26,Single,936.462,7.202,3.143023256,1.9743587652266834,6.842108944445834,1.1451851570880878
Bella03,30,Single,885.676,5.641,1.68397878,1.730061354757839,6.786351195237156,0.5211593147906235
Bella03,31,Single,992.012,5.476,1.593504453,1.7003749074262025,6.899735203985901,0.4659356493489146
Bella03,32,Single,630.709,3.404,1.145669291,1.2249512107111278,6.446844583426679,0.13598899985742322
Bella03,33,Single,898.413,5.364,27.78190476,1.679709965419432,6.800629873488731,3.3243849008503954
Bella03,33,Single,978.046,5.419,3.532821076,1.689911296583977,6.885556703693544,1.2620967234489484
Bella03,34,Single,1147.524,5.348,4.065648051,1.6767226592396967,7.045361856748664,1.4025731524336364
Bella03,37,Single,936.193,6.718,2.877104558,1.904790491190101,6.841821651803196,1.0567844266271396
Bella03,38,Single,1575.954,10.481,4.637433722,2.3495640941880405,7.3626160821745925,1.5341611360794039
Bella03,39,Single,822.436,4.846,2.885078676,1.578153622394334,6.712270668061899,1.0595521702987958
Bella03,41,Single,711.079,4.505,1.393668915,1.5051878910603012,6.56678353474197,0.3319397769554355
Bella03,44,Single,956.953,5.317,1.380065182,1.6709092345222014,6.863754278439197,0.32213073138698795
Bella03,45,Single,654.525,2.666,0.29493865,0.9805792217565169,6.483909781717485,-1.2209879103719605
Bella03,46,Single,602.466,3.865,1.470731707,1.3519616820393854,6.401031232237221,0.3857600368132433
Bella03,47,Single,783.736,5.937,2.5331322,1.7812039552885384,6.6640722289486725,0.9294565607354046
Bella03,48,Single,1027.562,7.947,3.393167702,2.0727944989580425,6.934944285182571,1.2217639104574798
Bella03,51,Single,886.924,4.088,1.525657895,1.4080558529014033,6.787759296564253,0.4224257235876977
Bella03,52,Single,1097.015,7.878,2.824733475,2.064074064548714,7.0003481338371705,1.0384140150148788
Bella03,53,Single,804.684,6.787,3.680658228,1.9150090177216212,6.690449653768133,1.3030916024905173
Bella03,54,Single,1003.883,7.397,4.203053026,2.0010745126057308,6.911630759596535,1.4358111721699007
Bella03,55,Single,922.225,6.105,2.7565883,1.809108107562668,6.826789228492126,1.0139937919102011
Bella03,58,Single,1029.033,5.344,2.175512349,1.6759744362343447,6.936374805290664,0.7772641995587177
Bella03,60,Single,1467.851,8.475,4.160119371,2.137120653266514,7.291554705385524,1.4255437688134027
Bella03,64,Single,851.175,3.981,2.056157384,1.3815330440181801,6.746617747855312,0.7208388933013535
Bonita03,10,Single,75.931,8.227,0.385905707,2.107421428186793,4.329825033163441,-0.9521622217425273
Bonita03,11,Single,52.448,4.668,0.156363636,1.5407307144243096,3.959822202561419,-1.8555709842985904
Bonita03,12,Single,101.998,24.147,0.951159349,3.184160148779706,4.6249532052488975,-0.05007367106211078
Bonita03,13,Single,34.496,3.977,0.098155544,1.3805277662255535,3.540843375286532,-2.3212018748829015
Bonita03,18,Single,31.625,3.974,0.6772,1.3797731441296253,3.453947947047684,-0.3897886287231568
Bonita03,24,Single,13.742,1.381,0.098545638,0.3228078744271551,2.6204568366088843,-2.317235508159033
Bonita03,26,Single,21.255,1.404,0.111842105,0.33932530560361934,3.0565921618107534,-2.1906671791430017
Bonita03,27,Single,24.926,1.252,0.14854224,0.22474227267790678,3.215911435404185,-1.9068859167415897
Bonita03,28,Single,63.055,9.323,0.450937808,2.2324844653145566,4.144007361407838,-0.7964258469926973
Bonita03,31,Single,40.044,3.377,0.208969936,1.2169877414034307,3.689978849557237,-1.5655648842542345
Bonita03,32,Single,39.668,2.631,0.431428571,0.9673640020581556,3.6805448173238786,-0.8406533186619125
Bonita03,33,Single,32.99,1.43,0.10676568,0.3576744442718159,3.49620448524049,-2.2371187524140828
Bonita03,34,Single,34.148,1.276,0.186290323,0.24373018492259815,3.53070401914806,-1.6804489458262066
Bonita03,37,Single,37.729,2.586,0.186838199,0.9501122803496657,3.630429029516842,-1.6775122826582287
Bonita03,38,Single,34.142,1.534,0.421010505,0.42787870294506447,3.5305282979585613,-0.8650974931170022
Bonita03,40,Single,73.412,13.409,2.405202601,2.595926123297505,4.296087409996225,0.8776341415896435
Bonita03,44,Single,84.824,16.823,1.968802782,2.822746997737023,4.440578521623497,0.677425633137189
Bonita03,45,Single,72.585,10.628,2.550996016,2.3634920278975673,4.284758288913391,0.9364838774179609
Bonita03,52,Single,94.675,12.652,2.714398422,2.5378153054434023,4.550449973787859,0.998570353143771
Bonita03,53,Single,101.225,4.643,1.447058824,1.5353607090377845,4.617345761918225,0.36953309920730426
Bonita03,54,Single,74.232,6.747,1.81686982,1.9090979616452883,4.307195324050878,0.5971151412777475
Bonita03,55,Single,102.84,45.85,4.070320988,3.8253751987024738,4.633174382397689,1.4037218631751454
Bonita03,56,Single,103.066,5.831,2.228115653,1.763188512240019,4.635369559718933,0.8011562296047121
Bonita03,60,Single,116.971,16.288,4.430434783,2.7904286403681122,4.761926040826721,1.4884977243878512
Bonita03,61,Single,85.063,26.977,6.287797468,3.2949846511205076,4.443392158425269,1.8386108453206433
Bonita03,65,Single,59.692,5.111,2.640625,1.6313950797861425,4.089198008069221,0.9710156315634016
Bonita04,1,Single,47.189,2.406,0.21686747,0.8779656175524871,3.8541608145834836,-1.5284688493448777
Bonita04,2,Single,83.333,12.695,1.029545455,2.541208215156642,4.4228446291861365,0.029117399012228328
Bonita04,3,Single,75.405,4.04,0.136670152,1.3962446919730587,4.322873585812649,-1.9901849058380505
Bonita04,4,Single,72.786,8.773,0.2353125,2.1716788231462467,4.287523629016837,-1.4468408609879244
Bonita04,7,Single,94.636,9.889,0.86902834,2.291423028287854,4.550037953350042,-0.1403795420505826
Bonita04,8,Single,30.956,2.955,0.369985141,1.0834986508580615,3.432566841408213,-0.9942924336097391
Bonita04,10,Single,117.912,4.362,0.293079897,1.4729306677794374,4.769938583534457,-1.2273100211303156
Bonita04,12,Single,129.657,7.506,0.301341282,2.015702700712829,4.864892502042803,-1.1995118292873879
Bonita04,15,Single,152.241,8.186,0.491035549,2.1024253780702113,5.0254647915422535,-0.7112387525864625
Bonita04,17,Single,84.458,9.316,0.77856072,2.2317333520220948,4.436254369376977,-0.2503082946031899
Bonita04,19,Single,32.647,3.008,0.131541939,1.1012754060875933,3.485752967886793,-2.02842955045431
Bonita04,20,Single,84.604,9.878,0.209394983,2.290310062118433,4.437981546818328,-1.5635329397629973
Bonita04,21,Single,146.668,6.986,0.148399271,1.9439081463846402,4.988171529111966,-1.9078488606598447
Bonita04,22,Single,142.074,10.571,0.286241276,2.358114402786526,4.95634804862243,-1.2509202014340117
Bonita04,23,Single,140.836,5.145,0.176777666,1.638025369286013,4.947596092861098,-1.732862460287495
Bonita04,24,Single,114.916,9.88,0.250453461,2.2905125117597764,4.74420142668318,-1.3844821601484205
Bonita04,28,Single,129.653,8.114,0.259168734,2.0935909647842554,4.864861650937946,-1.3502759467797978
Bonita04,29,Single,130.676,12.012,0.263869694,2.485906150121084,4.872720977142882,-1.3322998810215056
Bonita04,30,Single,206.804,11.788,1.933027523,2.467082064875448,5.331771484806981,0.6590874386142223
Bonita04,31,Single,147.954,6.602,0.648321091,1.8873726334310013,4.996901414641614,-0.4333691945523315
Bonita04,32,Single,144.368,8.602,0.200209051,2.1519947343615446,4.972365595252145,-1.6083932033327388
Bonita04,33,Single,108.46,5.966,0.395909091,1.7860766860925568,4.686381441412914,-0.9265706622642833
Bonita04,36,Single,188.279,14.502,2.325071908,2.674286570949401,5.237924905280256,0.8437509667330966
Bonita04,37,Single,120.329,7.31,0.873542601,1.9892432737616872,4.790229657936024,-0.13519838013361418
Bonita04,38,Single,328.6,6.749,0.323580122,1.9093943457612694,5.794841205603168,-1.1283085233730623
Bonita04,39,Single,153.735,7.739,0.34892162,2.046272480288322,5.035230340951636,-1.052907966529812
Bonita04,40,Single,155.748,7.5,0.294154895,2.0149030205422647,5.048239316493622,-1.2236487966406633
Bonita04,42,Single,134.756,6.399,0.200366684,1.8561417281573231,4.903465735699483,-1.6076061710970657
Bonita04,44,Single,94.154,4.314,0.223208955,1.4618655479669647,4.544931739596327,-1.4996469283120637
Bonita04,46,Single,123.495,24.47,2.604670197,3.19744787745458,4.816200669418499,0.9573060633516162
Bonita04,49,Single,47.918,3.986,0.200050176,1.3827882217906031,3.8694912167091684,-1.6091870638992252
Bonita04,51,Single,126.724,12.099,0.605837438,2.493122804559341,4.842011493224496,-0.5011435830248089
Bonita04,52,Single,110.294,12.447,0.243170489,2.5214796300188405,4.7031495276810595,-1.413992480825342
Bonita04,53,Single,112.03,5.911,0.663609023,1.7768150218422323,4.7187666925706315,-0.4100621237118731
Bonita04,57,Single,101.011,10.317,0.222890972,2.333793020118239,4.615229421801988,-1.5010725418780353
Bonita04,58,Single,109.699,8.22,0.147043568,2.1065702090680887,4.697740251469353,-1.9170263551631779
Bonita04,60,Single,112.97,5.073,0.37866701,1.623932358584553,4.7271222967388375,-0.9710980616794203
Bonita04,61,Single,134.439,11.755,0.339566327,2.464278681992033,4.901110564566819,-1.0800859843492194
Bonita14,2,WithFemales,30.794,0.836,1.192888112,-0.17912666589743548,3.427319865807727,0.17637735162612841
Bonita14,4,WithFemales,34.816,3.08,2.80640661,1.1249295969854831,3.5500770512334774,1.0319048785236258
Bonita14,6,WithFemales,27.976,1.913,0.811407524,0.6486726904581158,3.3313469997610747,-0.20898485539106237
Bonita14,8,WithFemales,31.687,2.639,1.884433521,0.970400057521187,3.4559065021342086,0.6336272563715861
Bonita14,10,WithFemales,36.298,1.686,1.98332432,0.5223588595796637,3.591762643334209,0.6847743863412871
Bonita14,12,WithFemales,60.825,1.558,1.917826028,0.4434029474485566,4.1080008886695865,0.6511922674463696
Bonita14,14,WithFemales,28.074,1.16,0.170770355,0.14842000511827322,3.334843881112134,-1.7674355782656852
Bonita14,15,WithFemales,33.013,1.058,0.50105575,0.05638033343610769,3.4969014232866686,-0.6910379066430381
Bonita14,16,WithFemales,27.239,1.387,3.386973684,0.32714314133269456,3.3046497698879267,1.2199368040977443
Bonita14,18,WithFemales,37.582,1.401,2.822638666,0.33718626735486995,3.626525212366961,1.0376721446214374
Bonita14,20,WithFemales,38.718,1.919,1.727201444,0.6518042170255629,3.656304608181758,0.5465024362533126
Bonita14,22,WithFemales,46.688,4.014,1.457164094,1.3897882503741465,3.8434871723403754,0.37649214544243326
Bonita14,24,WithFemales,30.118,1.327,2.919245905,0.28292075535007044,3.4051229996646275,1.0713253312151458
Bonita14,26,WithFemales,37.257,2.031,3.922097597,0.7085282825982477,3.617839846634005,1.3666266119622459
Bonita14,28,WithFemales,37.006,0.917,1.467119935,-0.08664780672567217,3.6110800616595244,0.38330125110195384
Bonita14,30,WithFemales,35.553,1.871,3.454731357,0.6264730472919525,3.5710245408744212,1.239744699348522
Bonita14,31,WithFemales,36.943,3.503,5.131559191,1.2536197442153498,3.609376184250992,1.6354095488709757
Bonita14,33,WithFemales,33.294,4.059,4.601483002,1.4009366378567607,3.505377200571819,1.5263786432771298
Bonita14,35,WithFemales,37.909,2.001,2.938785651,0.6936470556015963,3.6351885509160207,1.0779964521469203
Bonita14,37,WithFemales,25.787,1.927,2.372461946,0.6559643894322293,3.249870488970424,0.8639282117526564
Bonita14,37,WithFemales,21.735,0.972,2.651401981,-0.028399474521698,3.0789238644407555,0.9750885495347807
Bonita14,40,WithFemales,26.831,0.684,0.823050482,-0.3797973613595865,3.289557935453731,-0.19473774118258183
Bonita14,41,WithFemales,35.758,1.408,1.769085349,0.3421702577358506,3.5767740203296285,0.5704626610460192
Bonita14,43,WithFemales,33.403,1.569,2.346704533,0.4504384737508955,3.508645716308329,0.8530120175932449
Bonita14,45,WithFemales,30.823,3.31,6.306023997,1.1969481893889715,3.4282611645448053,1.8415053665390346
Bonita14,47,WithFemales,22.481,2.382,3.169665711,0.8679404709331084,3.112670508021872,1.1536261283853135
Bonita14,49,WithFemales,37.7,2.852,0.995142695,1.0480205025520495,3.629660094453965,-0.004869140045769248
Bonita14,51,WithFemales,38.732,2.096,1.163164542,0.7400307664587957,3.656666131749285,0.15114434418256606
Bonita14,53,WithFemales,36.357,2.441,2.514810404,0.8924077914108229,3.59338675765446,0.9221974146265298
Bonita14,55,WithFemales,25.679,0.906,2.323413372,-0.0987159729391577,3.2456735372535785,0.8430373854392017
Bonita14,57,WithFemales,26.966,2.503,3.988038444,0.9174900124496372,3.294576813211883,1.3832994919728874
Bonita14,59,WithFemales,28.027,1.689,2.029829116,0.5241366378256631,3.333168331264684,0.7079516102000742
Bonita14,61,WithFemales,40.119,1.254,1.097531751,0.22633844221072896,3.691850037558769,0.09306379584484398
Bonita14,63,WithFemales,39.505,1.849,2.750169377,0.6146449524049877,3.6764272461746965,1.0116625014181566
Bonita14,65,WithFemales,38.116,1.312,0.424053771,0.27155269052189734,3.640634141485942,-0.8578950133947258
Cheyenne03,1,NotPreg,372.044,18.057,4.174581281,2.8935334212337436,5.919012126848562,1.4290140612971944
Cheyenne03,3,NotPreg,57.625,11.227,4.243815201,2.4183215914766425,4.053956501316812,1.4454626762127352
Cheyenne03,5,NotPreg,90.043,25.746,2.915674131,3.2482792752374428,4.500287334008582,1.070101055844072
Cheyenne03,6,NotPreg,114.815,63.585,4.232444444,4.1523775934727105,4.743322137370834,1.4427797088905714
Cheyenne03,7,NotPreg,120.956,37.02,2.387205882,3.6114583071453517,4.79542684310137,0.8701235949987999
Cheyenne03,8,NotPreg,110.737,42.661,4.788789238,3.7532851539311465,4.7071580205456565,1.5662776107866756
Cheyenne03,9,NotPreg,84.229,33.467,1.785058594,3.5105598786992798,4.433539280002256,0.5794512404631568
Cheyenne03,10,NotPreg,118.819,55.132,1.84450312,4.009730309832192,4.777601326800613,0.6122099295684784
Cheyenne03,13,NotPreg,127.16,35.22,1.792,3.56161410306806,4.845446136042602,0.5833323145527387
Cheyenne03,14,NotPreg,79.467,34.738,0.941312932,3.5478341886318208,4.37534184114516,-0.060479642076505254
Cheyenne03,15,NotPreg,156.571,59.902,2.950170982,4.09270989354564,5.053509581222624,1.0818631286721125
Cheyenne03,16,NotPreg,201.744,74.391,3.147789784,4.3093349667799234,5.3069995669308705,1.1467005506888366
Cheyenne03,20,NotPreg,129.747,41.85,1.030574489,3.7340917969354845,4.865586400391411,0.03011640306398657
Cheyenne03,21,NotPreg,114.102,35.16,2.258361124,3.559909072816976,4.737092785198194,0.814639383852197
Cheyenne03,22,NotPreg,131.463,53.922,2.65302439,3.9875385579042915,4.8787254432048925,0.9757002684793447
Cheyenne03,23,NotPreg,120.393,20.718,1.226042677,3.03100288763591,4.790761391649669,0.20379164685922765
Cheyenne03,24,NotPreg,165.436,33.006,1.693234874,3.496689363121376,5.108584413078063,0.5266408259561882
Cheyenne03,27,NotPreg,112.59,87.712,2.880431655,4.474058720120375,4.723752901815039,1.0579401631252716
Cheyenne03,28,NotPreg,106.241,43.716,3.162220105,3.7777141678144273,4.6657100983344275,1.1512743457890715
Cheyenne03,29,NotPreg,149.632,49.745,5.3775,3.906909956041323,5.008178946409549,1.6822235821597482
Cheyenne03,30,NotPreg,140.662,68.128,3.518103859,4.2213882887110685,4.946359849462137,1.2579221680512842
Cheyenne03,31,NotPreg,167.441,58.17,1.235958904,4.06336975792267,5.120631050408491,0.21184710929179398
Cheyenne03,34,NotPreg,88.2,15.192,1.934452555,2.7207689735099847,4.4796069630127455,0.6598243691404307
Cheyenne03,35,NotPreg,144.674,30.489,1.327111324,3.417365962823739,4.974482935391777,0.28300464331592834
Cheyenne03,36,NotPreg,248.662,73.298,3.090904669,4.294533323390755,5.516094544603521,1.1284638211991205
Cheyenne03,37,NotPreg,162.482,60.224,2.913261824,4.098070943962915,5.0905672264036586,1.0692733551603304
Cheyenne03,38,NotPreg,134.179,20.531,1.626521739,3.021935939050627,4.8991747294314605,0.4864438323507126
Cheyenne03,41,NotPreg,144.958,56.599,2.399703411,4.035991317208536,4.976444045289998,0.875345150967417
Cheyenne03,42,NotPreg,122.486,59.789,1.087068966,4.090821697548061,4.807996737739386,0.08348505230860113
Cheyenne03,44,NotPreg,128.338,45.262,1.851632047,3.8124678283585545,4.8546674085948975,0.6160674377590531
Cheyenne03,45,NotPreg,128.855,41.801,2.316740088,3.7329202626895257,4.858687741157284,0.8401610630682598
Cheyenne03,48,NotPreg,174.312,90.42,1.900386287,4.504465481866459,5.160846796971977,0.6420571744552999
Cheyenne03,49,NotPreg,242.126,203.258,7.278395669,5.314476108046924,5.489458251816721,1.9849104627850633
Cheyenne03,51,NotPreg,170.488,63.925,2.137721893,4.1577105211772505,5.138664913015025,0.7597407260315789
Cheyenne03,52,NotPreg,177.717,78.937,2.533269507,4.36865006596555,5.180192397439073,0.9295107637015232
Cheyenne03,55,NotPreg,156.419,29.995,1.843826857,3.4010307011050562,5.052538304108662,0.6118432253897335
Cheyenne03,56,NotPreg,116.986,64.258,2.3184689,4.162906229642829,4.762054269518494,0.8409070109142536
Cheyenne03,57,NotPreg,128.906,54.879,3.168145161,4.005130761677271,4.859083456573235,1.1531462939251558
Cheyenne03,58,NotPreg,129.36,63.944,2.687354651,4.158007700323718,4.862599215268851,0.988557308642387
Cheyenne03,59,NotPreg,115.976,52.898,5.150634146,3.9683655309661794,4.7533832731485965,1.639119842240766
Cheyenne03,62,NotPreg,65.403,20.509,1.524498778,3.0208638141915958,4.180568128970719,0.42166568587156456
Cheyenne03,63,NotPreg,94.121,47.964,0.888438735,3.8704507295171866,4.5445811885371015,-0.11828958705688379
Cheyenne03,64,NotPreg,94.393,20.078,1.621939275,2.9996246882693347,4.547466917859646,0.4836225166446698
Cheyenne03,65,NotPreg,121.132,28.279,2.20082205,3.3421194797242433,4.796880860078732,0.7888309496620066
Cheyenne04,3,Single,186.302,4.844,1.481685166,1.5777408256908458,5.227369012922973,0.39318006570912906
Cheyenne04,6,Single,117.032,31.568,6.412901581,3.4521439492802597,4.762447401675785,1.858311833253391
Cheyenne04,7,Single,76.528,17.799,2.577077364,2.879142275944616,4.337656686937941,0.9466559521742065
Cheyenne04,8,Single,83.249,16.125,1.313047859,2.780370862681836,4.421836116776396,0.2723510447706121
Cheyenne04,10,Single,97.933,22.632,2.554418605,3.119364833999266,4.584283571389904,0.9378246459027154
Cheyenne04,13,Single,124.737,21.718,1.73855042,3.078141409794709,4.82620752078472,0.5530516740584586
Cheyenne04,14,Single,134.485,35.182,2.366562009,3.5605345881767136,4.901452668659044,0.8614382728520626
Cheyenne04,15,Single,180.787,57.88,4.546293495,4.058371901763283,5.197319542718089,1.5143122844990315
Cheyenne04,16,Single,125.85,28.074,3.802478134,3.334843881112134,4.835090721581325,1.3356529947074267
Cheyenne04,17,Single,221.514,36.092,1.361706556,3.586071234132254,5.400485792905419,0.30873873370682525
Cheyenne04,20,Single,139.784,25.788,1.657322597,3.249909267448374,4.9400983740367375,0.5052034068821397
Cheyenne04,21,Single,142.892,26.466,4.166292135,3.2758608903508577,4.962089100163665,1.4270264640000132
Cheyenne04,22,Single,112.899,25.661,NA,3.244972329589475,4.726493613720463,NA
Cheyenne04,23,Single,104.36,21.176,2.642414861,3.0528684649248,4.647846460268528,0.9716932191325183
Cheyenne04,24,Single,92.51,18.672,2.033924843,2.9270250755442,4.527316746783227,0.7099673465995379
Cheyenne04,27,Single,111.178,23.449,3.625849689,3.1548278500597697,4.711132520516607,1.2880886578054787
Cheyenne04,28,Single,115.878,24.387,0.543532964,3.194050203432545,4.752537913518517,-0.6096649229261442
Cheyenne04,29,Single,100.705,18.747,1.751057402,2.9310337396150543,4.612195450924845,0.5602198351764348
Cheyenne04,31,Single,88.2,11.367,1.633138686,2.4307144207045734,4.4796069630127455,0.4905037375102089
Cheyenne04,34,Single,64.624,15.161,0.629009095,2.7187263410994444,4.168585858821057,-0.463609562926774
Cheyenne04,35,Single,98.668,21.888,1.949321267,3.08593854144014,4.591760679078158,0.6674812437807295
Cheyenne04,38,Single,130.91,23.498,2.551079137,3.1569153111453807,4.874510064192008,0.9365164606306791
Cheyenne04,41,Single,124.045,23.295,1.49602649,3.14823874526876,4.820644402997394,0.4028125866147659
Cheyenne04,42,Single,157.52,29.28,2.69679878,3.3769046890931107,5.05955243433087,0.9920654325495961
Cheyenne04,43,Single,224.559,42.683,5.821028037,3.7538007144974967,5.414138478890879,1.761476884804369
Cheyenne04,44,Single,128.95,20.106,0.617889908,3.0010182779832286,4.859424732327354,-0.4814449797885094
Cheyenne04,45,Single,114.351,14.312,2.871146045,2.661098346206418,4.739272665511444,1.0547112688803209
Cheyenne04,49,Single,121.911,21.305,1.903933434,3.058941786951875,4.80329127031595,0.6439219746235652
Cheyenne04,50,Single,169.262,32.947,2.748730235,3.4949002097625117,5.131447810312999,1.0111390723198268
Cheyenne04,51,Single,121.001,17.353,1.739664804,2.8537654021083667,4.795798810025401,0.5536924532893934
Cheyenne04,56,Single,119.38,21.561,2.952093023,3.0708861271544152,4.782311682740504,1.0825144180981066
Cheyenne04,57,Single,89.23,8.96,0.48490566,2.192770226986839,4.49121730591206,-0.7238009224291578
Cheyenne04,62,Single,144.704,26.617,5.557832512,3.2815501093960213,4.974690276655505,1.715208196285472
Cheyenne04,63,Single,176.844,37.535,2.019840479,3.6252738310249657,5.175267988019126,0.703018537502677
Cheyenne04,64,Single,172.374,11.448,0.742430484,2.43781504225415,5.149666534791344,-0.29782603693072957
Cheyenne04,65,Single,101.691,15.635,2.17392418,2.7495119909098045,4.621938803563329,0.776533912285875
Chiquita14,2,WithFemales,55.928,0.954,5.180738836,-0.04709160753385057,4.024065149209684,1.644947678532786
Chiquita14,4,WithFemales,46.78,0.332,2.0224688729999998,-1.1026203100656484,3.845455761156033,0.7043189794736096
Chiquita14,6,WithFemales,50.848,0.358,2.465077738,-1.0272222925814367,3.9288407903543057,0.9022233437113777
Chiquita14,8,WithFemales,40.554,1.115,13.1163525,0.10885440491208208,3.702634419346272,2.5738597341930807
Chiquita14,10,WithFemales,68.517,0.473,5.381652213,-0.7486598904902041,4.227081889660295,1.6829954298153882
Chiquita14,12,WithFemales,59.697,0.668,1.965550255,-0.40346710544549125,4.089281767879639,0.6757722341105269
Chiquita14,14,WithFemales,50.291,0.464,1.990980031,-0.7678707267558817,3.917826134655096,0.6886269953984121
Chiquita14,16,WithFemales,68.735,0.77,4.50562099,-0.2613647641344075,4.2302585309233836,1.505325726177697
Chiquita14,18,WithFemales,50.506,0.986,22.38497861,-0.014098924379501648,3.9220921411049297,3.1083901361418804
Chiquita14,20,WithFemales,56.705,0.634,3.246654332,-0.4557063245449111,4.037862390267294,1.1776250298004722
Chiquita14,22,WithFemales,55.481,0.556,2.175789535,-0.5869869847315546,4.016040619797529,0.7773916032681198
Chiquita14,24,WithFemales,79.908,1.003,7.837846781,0.002995508979798371,4.380875972916486,2.058964151359782
Chiquita14,26,WithFemales,74.343,0.747,6.810080302,-0.29169009384931976,4.308689519179961,1.9184039118686973
Chiquita14,28,WithFemales,64.591,0.732,4.604853394,-0.3119747650208255,4.16807508219733,1.527110832935556
Chiquita14,30,WithFemales,72.985,1.748,9.29194987,0.5584722772333437,4.2902539405825415,2.2291484199302003
Chiquita14,31,WithFemales,69.232,0.537,6.489263166,-0.6217571844732723,4.237463183482529,1.8701489905263333
Chiquita14,33,WithFemales,80.782,0.887,6.147430938,-0.11991029667255755,4.391754168432392,1.8160342608848792
Chiquita14,35,WithFemales,68.262,0.882,9.061702045,-0.12556322297534575,4.223353242785635,2.2040569660972498
Chiquita14,37,WithFemales,69.701,0.535,8.06336953,-0.6254885320861304,4.244214664865853,2.0873315249888105
Chiquita14,40,WithFemales,62.456,0.527,4.195858766,-0.6405547304407747,4.13446230881799,1.4340980307683298
Chiquita14,42,WithFemales,42.275,1.469,1.786444142,0.3845818971917403,3.744195894784644,0.5802271312698711
Chiquita14,44,WithFemales,54.254,0.359,6.15318026,-1.0244328904938582,3.9936767224213394,1.816969063607464
Chiquita14,46,WithFemales,62.436,0.487,3.543565445,-0.7194911558995473,4.134142032096166,1.2651334081254206
Chiquita14,48,WithFemales,65.79,0.698,5.305891322,-0.35953617621976464,4.186467851097906,1.6688177734100462
Chiquita14,50,WithFemales,66.015,0.617,2.691993975,-0.48288625507674926,4.189881988931164,0.9902821736670496
Chiquita14,52,WithFemales,50.799,0.388,4.043766815,-0.9467499393588635,3.9278766693513134,1.3971766375273615
Chiquita14,54,WithFemales,57.304,0.328,2.284804506,-1.1147416705979933,4.0483704293121505,0.8262804653250491
Chiquita14,56,WithFemales,67.27,0.607,5.934519544,-0.4992264879226388,4.208714372037514,1.780786071794028
Chiquita14,58,WithFemales,58.569,0.976,6.356003351,-0.024292692569044587,4.070205546368775,1.849399775892707
Chiquita14,60,WithFemales,51.25,0.612,3.810413657,-0.491022996469811,3.9367156180185177,1.3377377546362388
Chiquita14,61,WithFemales,58.758,0.572,4.059485894,-0.5586162876023393,4.073427313966713,1.401056338502158
Chiquita14,63,WithFemales,34.855,0.456,0.618117942,-0.7852624694677509,3.551196598938362,-0.4810759950727776
Chiquita14,65,WithFemales,82.005,1.544,7.993723875,0.4343764516025845,4.406780221015072,2.078656718161411
Diamantia03,3,Single,17.012,1.461,0.185167464,0.37912113276856246,2.833918977391387,-1.68649465254923
Diamantia03,4,Single,211.705,2.233,11.17430113,0.8033459728580209,5.355193796189734,2.4136165998415455
Diamantia03,5,Single,17.479,2.251,0.391703057,0.8113745619245951,2.8610001603529494,-0.9372512338986307
Diamantia03,6,Single,78.058,1.718,6.042732558,0.5411608235620636,4.357452140107302,1.7988563199049556
